GLOBALEVENTID,SQLDATE,MONTHYEAR,YEAR,EventRootCode,QuadClass,GoldsteinScale,AvgTone,Actor1CountryCode,Actor1Type1Code,ActionGeo_ADM1Code,NumMentions,NumArticles,sentiment_label,sentiment_binary,sentiment_enc,stability_label,event_polarity,geo_zone,month,media_intensity,tension_score,EventRootCode_enc,Actor1CountryCode_enc,Actor1Type1Code_enc,GoldsteinScale_scaled,AvgTone_scaled,NumMentions_scaled,cluster_id,cluster_name
1243406916,2025-05-12,202505,2025,04,1,1.9,-2.99003322259137,UNKNOWN,CVL,BN08,6,6,négatif,0,1,stable,coopération,cotonou,5,0.5,0.545,3,116,4,0.2944122086668048,-0.32757988656140485,0.025528204511288705,1, Événements neutres
1243319394,2025-05-12,202505,2025,01,1,0.0,2.79898218829517,NGA,UNKNOWN,BN,1,1,positif,1,2,neutre,coopération,générique,5,0.1781,1.3995,0,82,28,-0.1194324183829714,0.9402427374813802,-1.20344159257272,1, Événements neutres
1243318409,2025-05-12,202505,2025,13,3,-4.4,0.92961487383799,UNKNOWN,UNKNOWN,BN,2,2,neutre,1,0,très_instable,conflit,générique,5,0.2823,2.6648,12,116,28,-1.0778094494456112,0.5308421735343642,-0.9576476331559182,0, Conflits & tensions
1243591185,2025-05-13,202505,2025,05,1,3.4,3.72960372960373,BEN,UNKNOWN,BN18,8,8,positif,1,2,stable,coopération,sud_centre,5,0.5646,0.1648,4,9,28,0.6211316510745228,1.1440533962462138,0.5171161233448921,1, Événements neutres
1243596367,2025-05-13,202505,2025,04,1,1.9,7.61904761904761,ZWE,UNKNOWN,BN,10,10,positif,1,2,stable,coopération,générique,5,0.6161,2.8595,3,125,28,0.2944122086668048,1.9958605876226059,1.0087040421784956,1, Événements neutres
1243560958,2025-05-13,202505,2025,03,1,5.2,4.19354838709677,BEN,BUS,BN,10,10,positif,1,2,très_stable,coopération,générique,5,0.6161,-0.5032,2,9,1,1.0131949819637847,1.2456595401800021,1.0087040421784956,1, Événements neutres
1243561160,2025-05-13,202505,2025,19,4,-10.0,-2.46913580246914,UNKNOWN,CRM,BN,10,10,négatif,0,1,très_instable,conflit,générique,5,0.6161,6.2346,18,116,3,-2.297562034434425,-0.21350080969549148,1.0087040421784956,0, Conflits & tensions
1243502488,2025-05-13,202505,2025,03,1,5.2,5.21932259855636,AFR,BUS,BN,5,5,positif,1,2,très_stable,coopération,générique,5,0.4604,0.0097,2,0,1,1.0131949819637847,1.4703090980309728,-0.220265754905513,1, Événements neutres
1243482705,2025-05-13,202505,2025,13,3,-7.0,-9.2077087794433,BEN,UNKNOWN,BN,10,10,négatif,0,1,très_instable,conflit,générique,5,0.6161,8.1039,12,9,28,-1.6441231496189892,-1.689281174333153,1.0087040421784956,0, Conflits & tensions
1243482964,2025-05-13,202505,2025,01,1,0.0,-9.2077087794433,UNKNOWN,GOV,BN,10,10,négatif,0,1,neutre,coopération,générique,5,0.6161,4.6039,0,116,8,-0.1194324183829714,-1.689281174333153,1.0087040421784956,1, Événements neutres
1243482965,2025-05-13,202505,2025,03,1,4.0,-9.2077087794433,UNKNOWN,GOV,BN,10,10,négatif,0,1,stable,coopération,générique,5,0.6161,2.6039,2,116,8,0.7518194280376101,-1.689281174333153,1.0087040421784956,1, Événements neutres
1243482969,2025-05-13,202505,2025,09,2,-2.0,-9.2077087794433,UNKNOWN,GOV,BN,5,5,négatif,0,1,instable,coopération,générique,5,0.4604,5.6039,8,116,8,-0.5550583415932622,-1.689281174333153,-0.220265754905513,1, Événements neutres
1243491875,2025-05-13,202505,2025,17,4,-5.0,-12.0218579234972,UNKNOWN,GOV,BN,10,10,négatif,0,1,très_instable,conflit,générique,5,0.6161,8.5109,16,116,8,-1.2084972264086984,-2.305593569279047,1.0087040421784956,0, Conflits & tensions
1243487113,2025-05-13,202505,2025,06,2,6.4,-0.68337129840546,DEU,UNKNOWN,BN,16,16,neutre,1,0,très_stable,coopération,générique,5,0.728,-2.8583,5,28,28,1.274570535889959,0.17759033081293563,2.483467798679306,1, Événements neutres
1243591186,2025-05-13,202505,2025,14,3,-7.5,0.0,BEN,UNKNOWN,BN,10,10,neutre,1,0,très_instable,conflit,générique,5,0.6161,3.75,13,9,28,-1.7530296304215618,0.3272519798578903,1.0087040421784956,0, Conflits & tensions
1243597663,2025-05-13,202505,2025,17,4,-5.0,-9.09090909090909,UNKNOWN,COP,BN,10,10,négatif,0,1,très_instable,conflit,générique,5,0.6161,7.0455,16,116,2,-1.2084972264086984,-1.6637014725886479,1.0087040421784956,0, Conflits & tensions
1243611985,2025-05-13,202505,2025,05,1,3.5,-1.0443864229765,UNKNOWN,GOV,BN,10,10,neutre,1,0,stable,coopération,générique,5,0.6161,-1.2278,4,116,8,0.6429129472350374,0.09852625686142137,1.0087040421784956,1, Événements neutres
1243454133,2025-05-13,202505,2025,02,1,3.0,9.03614457831325,UNKNOWN,GOV,BN,5,5,positif,1,2,stable,coopération,générique,5,0.4604,3.0181,1,116,8,0.5340064664324647,2.306211736807762,-0.220265754905513,1, Événements neutres
1243451263,2025-05-13,202505,2025,02,1,3.0,-0.5586592178771,BEN,GOV,BN,20,10,neutre,1,0,stable,coopération,générique,5,0.7823,-1.2207,1,9,8,0.5340064664324647,0.2049028850148058,3.4666436363465127,1, Événements neutres
1243449819,2025-05-13,202505,2025,01,1,-0.4,4.15754923413567,UNKNOWN,MED,BN,10,10,positif,1,2,neutre,coopération,générique,5,0.6161,2.2788,0,116,17,-0.20655760302502954,1.2377755500139664,1.0087040421784956,1, Événements neutres
1243443569,2025-05-13,202505,2025,12,3,-4.0,-6.75990675990676,UNKNOWN,GOV,BN,10,10,négatif,0,1,très_instable,coopération,générique,5,0.6161,5.38,11,116,8,-0.990684264803553,-1.1532005873459459,1.0087040421784956,0, Conflits & tensions
1243611360,2025-05-13,202505,2025,05,1,3.5,-1.0443864229765,UNKNOWN,UNKNOWN,BN,10,10,neutre,1,0,stable,coopération,générique,5,0.6161,-1.2278,4,116,28,0.6429129472350374,0.09852625686142137,1.0087040421784956,1, Événements neutres
1243569874,2025-05-13,202505,2025,18,4,-9.0,-2.87356321839081,UNKNOWN,GOV,BN,2,2,négatif,0,1,très_instable,conflit,générique,5,0.2823,5.9368,17,116,8,-2.07974907282928,-0.3020723872947524,-0.9576476331559182,0, Conflits & tensions
1243570434,2025-05-13,202505,2025,01,1,0.0,-2.87356321839081,NGA,UNKNOWN,BN,1,1,négatif,0,1,neutre,coopération,générique,5,0.1781,1.4368,0,82,28,-0.1194324183829714,-0.3020723872947524,-1.20344159257272,1, Événements neutres
1243570436,2025-05-13,202505,2025,18,4,-9.0,-2.87356321839081,NGA,UNKNOWN,BN,5,5,négatif,0,1,très_instable,conflit,générique,5,0.4604,5.9368,17,82,28,-2.07974907282928,-0.3020723872947524,-0.220265754905513,0, Conflits & tensions
1243516966,2025-05-13,202505,2025,17,4,-5.0,-6.23084780388151,NGA,UNKNOWN,BN,7,7,négatif,0,1,très_instable,conflit,générique,5,0.5343,5.6154,16,82,28,-1.2084972264086984,-1.0373340942908602,0.27132216392809044,0, Conflits & tensions
1243529029,2025-05-13,202505,2025,03,1,4.0,2.32558139534884,GHA,GOV,BN,2,2,positif,1,2,stable,coopération,générique,5,0.2823,-0.8372,2,42,8,0.7518194280376101,0.8365656537395635,-0.9576476331559182,1, Événements neutres
1243525768,2025-05-13,202505,2025,06,2,6.0,5.16605166051661,BEN,UNKNOWN,BN,2,2,positif,1,2,très_stable,coopération,générique,5,0.2823,-0.417,5,9,28,1.1874453512479008,1.458642502650389,-0.9576476331559182,1, Événements neutres
1243528665,2025-05-13,202505,2025,07,2,7.0,2.32558139534884,BEN,UNKNOWN,BN,1,1,positif,1,2,très_stable,coopération,générique,5,0.1781,-2.3372,6,9,28,1.4052583128530463,0.8365656537395635,-1.20344159257272,1, Événements neutres
1243482824,2025-05-13,202505,2025,18,4,-9.0,-9.2077087794433,UNKNOWN,CRM,BN,10,10,négatif,0,1,très_instable,conflit,générique,5,0.6161,9.1039,17,116,3,-2.07974907282928,-1.689281174333153,1.0087040421784956,0, Conflits & tensions
1243482981,2025-05-13,202505,2025,12,3,-4.0,-9.2077087794433,UNKNOWN,GOV,BN,10,10,négatif,0,1,très_instable,coopération,générique,5,0.6161,6.6039,11,116,8,-0.990684264803553,-1.689281174333153,1.0087040421784956,0, Conflits & tensions
1243491885,2025-05-13,202505,2025,02,1,3.0,-12.0218579234972,UNKNOWN,GOV,BN,10,10,négatif,0,1,stable,coopération,générique,5,0.6161,4.5109,1,116,8,0.5340064664324647,-2.305593569279047,1.0087040421784956,1, Événements neutres
1243591190,2025-05-13,202505,2025,14,3,-7.5,0.0,BEN,UNKNOWN,BN,10,10,neutre,1,0,très_instable,conflit,générique,5,0.6161,3.75,13,9,28,-1.7530296304215618,0.3272519798578903,1.0087040421784956,0, Conflits & tensions
1243591196,2025-05-13,202505,2025,08,2,5.0,0.0,BEN,GOV,BN,10,10,neutre,1,0,très_stable,coopération,générique,5,0.6161,-2.5,7,9,8,0.9696323896427554,0.3272519798578903,1.0087040421784956,1, Événements neutres
1243607101,2025-05-13,202505,2025,04,1,1.9,-0.55803571428572,BEN,UNKNOWN,BN,6,6,neutre,1,0,stable,coopération,générique,5,0.5,-0.671,3,9,28,0.2944122086668048,0.20503943534387162,0.025528204511288705,1, Événements neutres
1243607207,2025-05-13,202505,2025,04,1,2.8,-0.55803571428572,UNKNOWN,CVL,BN,6,6,neutre,1,0,stable,coopération,générique,5,0.5,-1.121,3,116,4,0.49044387411143564,0.20503943534387162,0.025528204511288705,1, Événements neutres
1243596692,2025-05-13,202505,2025,14,3,-7.5,-1.79856115107914,FRA,UNKNOWN,BN,10,10,neutre,1,0,très_instable,conflit,générique,5,0.6161,4.6493,13,39,28,-1.7530296304215618,-0.06664168879160545,1.0087040421784956,0, Conflits & tensions
1243594508,2025-05-13,202505,2025,08,2,7.0,2.87081339712919,BEN,GOV,BN,4,4,positif,1,2,très_stable,coopération,générique,5,0.4135,-2.0646,7,9,8,1.4052583128530463,0.9559741227357452,-0.46605971432231474,1, Événements neutres
1243596382,2025-05-13,202505,2025,08,2,7.0,2.87081339712919,UNKNOWN,UNKNOWN,BN,4,4,positif,1,2,très_stable,coopération,générique,5,0.4135,-2.0646,7,116,28,1.4052583128530463,0.9559741227357452,-0.46605971432231474,1, Événements neutres
1243596383,2025-05-13,202505,2025,08,2,7.0,2.87081339712919,UNKNOWN,UNKNOWN,BN,12,12,positif,1,2,très_stable,coopération,générique,5,0.6591,-2.0646,7,116,28,1.4052583128530463,0.9559741227357452,1.500291961012099,1, Événements neutres
1243611520,2025-05-13,202505,2025,10,3,-5.0,-1.0443864229765,BEN,UNKNOWN,BN,4,4,neutre,1,0,très_instable,coopération,générique,5,0.4135,3.0222,9,9,28,-1.2084972264086984,0.09852625686142137,-0.46605971432231474,0, Conflits & tensions
1243611813,2025-05-13,202505,2025,10,3,-5.0,-1.0443864229765,UNKNOWN,EDU,BN,3,3,neutre,1,0,très_instable,coopération,générique,5,0.3562,3.0222,9,116,5,-1.2084972264086984,0.09852625686142137,-0.7118536737391165,0, Conflits & tensions
1243612028,2025-05-13,202505,2025,08,2,7.0,-1.0443864229765,UNKNOWN,GOV,BN,5,5,neutre,1,0,très_stable,coopération,générique,5,0.4604,-2.9778,7,116,8,1.4052583128530463,0.09852625686142137,-0.220265754905513,1, Événements neutres
1243612480,2025-05-13,202505,2025,10,3,-5.0,-1.0443864229765,UNKNOWN,MED,BN,3,3,neutre,1,0,très_instable,coopération,générique,5,0.3562,3.0222,9,116,17,-1.2084972264086984,0.09852625686142137,-0.7118536737391165,0, Conflits & tensions
1243453769,2025-05-13,202505,2025,02,1,3.0,9.03614457831325,BEN,UNKNOWN,BN,5,5,positif,1,2,stable,coopération,générique,5,0.4604,3.0181,1,9,28,0.5340064664324647,2.306211736807762,-0.220265754905513,1, Événements neutres
1243454029,2025-05-13,202505,2025,02,1,3.4,9.03614457831325,UNKNOWN,EDU,BN,10,10,positif,1,2,stable,coopération,générique,5,0.6161,2.8181,1,116,5,0.6211316510745228,2.306211736807762,1.0087040421784956,1, Événements neutres
1243454183,2025-05-13,202505,2025,02,1,3.0,9.03614457831325,UNKNOWN,GOV,BN,10,10,positif,1,2,stable,coopération,générique,5,0.6161,3.0181,1,116,8,0.5340064664324647,2.306211736807762,1.0087040421784956,1, Événements neutres
1243466841,2025-05-13,202505,2025,01,1,0.0,-9.66101694915253,UNKNOWN,GOV,BN,1,1,négatif,0,1,neutre,coopération,générique,5,0.1781,4.8305,0,116,8,-0.1194324183829714,-1.7885578755386826,-1.20344159257272,1, Événements neutres
1243443846,2025-05-13,202505,2025,18,4,-10.0,-6.75990675990676,UNKNOWN,LEG,BN,10,10,négatif,0,1,très_instable,conflit,générique,5,0.6161,8.38,17,116,16,-2.297562034434425,-1.1532005873459459,1.0087040421784956,0, Conflits & tensions
1243591620,2025-05-13,202505,2025,05,1,3.5,0.0,FIN,UNKNOWN,BN,4,4,neutre,1,0,stable,coopération,générique,5,0.4135,-1.75,4,38,28,0.6429129472350374,0.3272519798578903,-0.46605971432231474,1, Événements neutres
1243593155,2025-05-13,202505,2025,05,1,3.5,0.0,UNKNOWN,UNKNOWN,BN,4,4,neutre,1,0,stable,coopération,générique,5,0.4135,-1.75,4,116,28,0.6429129472350374,0.3272519798578903,-0.46605971432231474,1, Événements neutres
1243607102,2025-05-13,202505,2025,04,1,1.9,-0.55803571428572,BEN,UNKNOWN,BN,2,2,neutre,1,0,stable,coopération,générique,5,0.2823,-0.671,3,9,28,0.2944122086668048,0.20503943534387162,-0.9576476331559182,1, Événements neutres
1243607310,2025-05-13,202505,2025,05,1,3.5,-0.55803571428572,GIN,UNKNOWN,BN,6,6,neutre,1,0,stable,coopération,générique,5,0.5,-1.471,4,43,28,0.6429129472350374,0.20503943534387162,0.025528204511288705,1, Événements neutres
1243595514,2025-05-13,202505,2025,02,1,4.0,-3.65296803652968,UNKNOWN,LEG,BN00,2,2,négatif,0,1,stable,coopération,sud_centre,5,0.2823,-0.1735,1,116,16,0.7518194280376101,-0.47276584578272784,-0.9576476331559182,1, Événements neutres
1243510929,2025-05-13,202505,2025,05,1,3.4,0.86599817684595,UNKNOWN,UNKNOWN,BN08,10,10,neutre,1,0,stable,coopération,cotonou,5,0.6161,-1.267,4,116,28,0.6211316510745228,0.5169098064583141,1.0087040421784956,1, Événements neutres
1243591618,2025-05-13,202505,2025,04,1,1.9,3.72960372960373,FIN,UNKNOWN,BN18,10,10,positif,1,2,stable,coopération,sud_centre,5,0.6161,0.9148,3,38,28,0.2944122086668048,1.1440533962462138,1.0087040421784956,1, Événements neutres
1243591193,2025-05-13,202505,2025,14,3,-7.5,0.0,BEN,UNKNOWN,BN,2,2,neutre,1,0,très_instable,conflit,générique,5,0.2823,3.75,13,9,28,-1.7530296304215618,0.3272519798578903,-0.9576476331559182,0, Conflits & tensions
1243607104,2025-05-13,202505,2025,05,1,3.5,-0.55803571428572,BEN,UNKNOWN,BN,6,6,neutre,1,0,stable,coopération,générique,5,0.5,-1.471,4,9,28,0.6429129472350374,0.20503943534387162,0.025528204511288705,1, Événements neutres
1243607208,2025-05-13,202505,2025,04,1,2.8,-0.55803571428572,UNKNOWN,CVL,BN,2,2,neutre,1,0,stable,coopération,générique,5,0.2823,-1.121,3,116,4,0.49044387411143564,0.20503943534387162,-0.9576476331559182,1, Événements neutres
1243607210,2025-05-13,202505,2025,04,1,2.8,-0.55803571428572,UNKNOWN,CVL,BN,6,6,neutre,1,0,stable,coopération,générique,5,0.5,-1.121,3,116,4,0.49044387411143564,0.20503943534387162,0.025528204511288705,1, Événements neutres
1243607311,2025-05-13,202505,2025,05,1,3.5,-0.55803571428572,GIN,UNKNOWN,BN,2,2,neutre,1,0,stable,coopération,générique,5,0.2823,-1.471,4,43,28,0.6429129472350374,0.20503943534387162,-0.9576476331559182,1, Événements neutres
1243569921,2025-05-13,202505,2025,18,4,-9.0,-2.87356321839081,UNKNOWN,GOV,BN,5,5,négatif,0,1,très_instable,conflit,générique,5,0.4604,5.9368,17,116,8,-2.07974907282928,-0.3020723872947524,-0.220265754905513,0, Conflits & tensions
1243570442,2025-05-13,202505,2025,01,1,0.0,-2.87356321839081,NGA,UNKNOWN,BN,1,1,négatif,0,1,neutre,coopération,générique,5,0.1781,1.4368,0,82,28,-0.1194324183829714,-0.3020723872947524,-1.20344159257272,1, Événements neutres
1243515820,2025-05-13,202505,2025,17,4,-5.0,-6.23084780388151,BEN,GOV,BN,1,1,négatif,0,1,très_instable,conflit,générique,5,0.1781,5.6154,16,9,8,-1.2084972264086984,-1.0373340942908602,-1.20344159257272,0, Conflits & tensions
1243528666,2025-05-13,202505,2025,07,2,7.0,2.32558139534884,BEN,UNKNOWN,BN,3,3,positif,1,2,très_stable,coopération,générique,5,0.3562,-2.3372,6,9,28,1.4052583128530463,0.8365656537395635,-0.7118536737391165,1, Événements neutres
1243476564,2025-05-13,202505,2025,06,2,6.4,-2.03442879499217,BEN,UNKNOWN,BN,10,10,négatif,0,1,très_stable,coopération,générique,5,0.6161,-2.1828,5,9,28,1.274570535889959,-0.11829785378820402,1.0087040421784956,1, Événements neutres
1243476565,2025-05-13,202505,2025,16,4,-8.0,-2.03442879499217,BEN,UNKNOWN,BN,5,5,négatif,0,1,très_instable,conflit,générique,5,0.4604,5.0172,15,9,28,-1.8619361112241346,-0.11829785378820402,-0.220265754905513,0, Conflits & tensions
1243607211,2025-05-13,202505,2025,04,1,2.8,-0.55803571428572,UNKNOWN,CVL,BN,2,2,neutre,1,0,stable,coopération,générique,5,0.2823,-1.121,3,116,4,0.49044387411143564,0.20503943534387162,-0.9576476331559182,1, Événements neutres
1243607105,2025-05-13,202505,2025,05,1,3.5,-0.55803571428572,BEN,UNKNOWN,BN,2,2,neutre,1,0,stable,coopération,générique,5,0.2823,-1.471,4,9,28,0.6429129472350374,0.20503943534387162,-0.9576476331559182,1, Événements neutres
1243594423,2025-05-13,202505,2025,04,1,2.8,7.61904761904761,UNKNOWN,UNKNOWN,BN,10,10,positif,1,2,stable,coopération,générique,5,0.6161,2.4095,3,116,28,0.49044387411143564,1.9958605876226059,1.0087040421784956,1, Événements neutres
1243629415,2025-05-13,202505,2025,01,1,-0.4,-4.55445544554455,UNKNOWN,LEG,BN10,4,4,négatif,0,1,neutre,coopération,sud_centre,5,0.4135,2.4772,0,116,16,-0.20655760302502954,-0.6701959874074042,-0.46605971432231474,1, Événements neutres
1243633626,2025-05-13,202505,2025,05,1,3.4,7.93103448275862,BEN,UNKNOWN,BN,10,10,positif,1,2,stable,coopération,générique,5,0.6161,2.2655,4,9,28,0.6211316510745228,2.0641872331991804,1.0087040421784956,1, Événements neutres
1243634394,2025-05-13,202505,2025,04,1,2.8,2.60869565217391,FRA,UNKNOWN,BN,10,10,positif,1,2,stable,coopération,générique,5,0.6161,-0.0957,3,39,28,0.49044387411143564,0.8985690575164614,1.0087040421784956,1, Événements neutres
1243626382,2025-05-13,202505,2025,07,2,7.4,-1.39211136890951,NGA,UNKNOWN,BN,1,1,neutre,1,0,très_stable,coopération,générique,5,0.1781,-3.0039,6,82,28,1.4923834974951045,0.022372796884639074,-1.20344159257272,1, Événements neutres
1243626385,2025-05-13,202505,2025,07,2,7.4,-1.39211136890951,NGA,UNKNOWN,BN,1,1,neutre,1,0,très_stable,coopération,générique,5,0.1781,-3.0039,6,82,28,1.4923834974951045,0.022372796884639074,-1.20344159257272,1, Événements neutres
1243629430,2025-05-13,202505,2025,02,1,3.0,-4.55445544554455,UNKNOWN,LEG,BN10,10,10,négatif,0,1,stable,coopération,sud_centre,5,0.6161,0.7772,1,116,16,0.5340064664324647,-0.6701959874074042,1.0087040421784956,1, Événements neutres
1243634283,2025-05-13,202505,2025,04,1,1.9,2.60869565217391,BEN,UNKNOWN,BN,10,10,positif,1,2,stable,coopération,générique,5,0.6161,0.3543,3,9,28,0.2944122086668048,0.8985690575164614,1.0087040421784956,1, Événements neutres
1243885935,2025-05-14,202505,2025,10,3,-5.0,-9.80863373386737,UNKNOWN,CRM,BN,10,10,négatif,0,1,très_instable,coopération,générique,5,0.6161,7.4043,9,116,3,-1.2084972264086984,-1.8208866717270604,1.0087040421784956,0, Conflits & tensions
1243885937,2025-05-14,202505,2025,11,3,-2.0,-9.80863373386736,UNKNOWN,CRM,BN,20,20,négatif,0,1,instable,coopération,générique,5,0.7823,5.9043,10,116,3,-0.5550583415932622,-1.8208866717270582,3.4666436363465127,0, Conflits & tensions
1243885944,2025-05-14,202505,2025,18,4,-9.0,-9.80863373386737,UNKNOWN,CRM,BN,10,10,négatif,0,1,très_instable,conflit,générique,5,0.6161,9.4043,17,116,3,-2.07974907282928,-1.8208866717270604,1.0087040421784956,0, Conflits & tensions
1243836961,2025-05-14,202505,2025,04,1,2.8,-10.2564102564103,NGA,UNKNOWN,BN,5,5,négatif,0,1,stable,coopération,générique,5,0.4604,3.7282,3,82,28,0.49044387411143564,-1.9189519152100085,-0.220265754905513,1, Événements neutres
1243852246,2025-05-14,202505,2025,14,3,-7.5,0.0,BEN,UNKNOWN,BN,10,10,neutre,1,0,très_instable,conflit,générique,5,0.6161,3.75,13,9,28,-1.7530296304215618,0.3272519798578903,1.0087040421784956,0, Conflits & tensions
1243844421,2025-05-14,202505,2025,01,1,0.0,7.36040609137055,BEN,UNKNOWN,BN,2,2,positif,1,2,neutre,coopération,générique,5,0.2823,3.6802,0,9,28,-0.1194324183829714,1.93921683095039,-0.9576476331559182,1, Événements neutres
1243844422,2025-05-14,202505,2025,05,1,3.4,7.36040609137055,BEN,UNKNOWN,BN,2,2,positif,1,2,stable,coopération,générique,5,0.2823,1.9802,4,9,28,0.6211316510745228,1.93921683095039,-0.9576476331559182,1, Événements neutres
1243846295,2025-05-14,202505,2025,05,1,8.0,3.93700787401575,UNKNOWN,CVL,BN,4,4,positif,1,2,très_stable,coopération,générique,5,0.4135,-2.0315,4,116,4,1.6230712744581914,1.1894759159567854,-0.46605971432231474,1, Événements neutres
1243885546,2025-05-14,202505,2025,01,1,0.0,-9.80863373386736,UNKNOWN,UNKNOWN,BN,20,20,négatif,0,1,neutre,coopération,générique,5,0.7823,4.9043,0,116,28,-0.1194324183829714,-1.8208866717270582,3.4666436363465127,1, Événements neutres
1243885547,2025-05-14,202505,2025,13,3,-4.4,-9.80863373386736,UNKNOWN,UNKNOWN,BN,20,20,négatif,0,1,très_instable,conflit,générique,5,0.7823,7.1043,12,116,28,-1.0778094494456112,-1.8208866717270582,3.4666436363465127,0, Conflits & tensions
1243835988,2025-05-14,202505,2025,01,1,0.0,-10.2564102564103,UNKNOWN,UNKNOWN,BN,2,2,négatif,0,1,neutre,coopération,générique,5,0.2823,5.1282,0,116,28,-0.1194324183829714,-1.9189519152100085,-0.9576476331559182,1, Événements neutres
1243836010,2025-05-14,202505,2025,04,1,1.9,-10.2564102564103,UNKNOWN,UNKNOWN,BN,5,5,négatif,0,1,stable,coopération,générique,5,0.4604,4.1782,3,116,28,0.2944122086668048,-1.9189519152100085,-0.220265754905513,1, Événements neutres
1243829417,2025-05-14,202505,2025,05,1,3.4,2.68817204301075,UNKNOWN,UNKNOWN,BN,10,10,positif,1,2,stable,coopération,générique,5,0.6161,-0.3559,4,116,28,0.6211316510745228,0.9159747749361671,1.0087040421784956,1, Événements neutres
1243886136,2025-05-14,202505,2025,18,4,-9.0,-9.80863373386737,UNKNOWN,GOV,BN,4,4,négatif,0,1,très_instable,conflit,générique,5,0.4135,9.4043,17,116,8,-2.07974907282928,-1.8208866717270604,-0.46605971432231474,0, Conflits & tensions
1243886152,2025-05-14,202505,2025,13,3,-4.4,-9.52380952380953,UNKNOWN,GOV,BN,10,10,négatif,0,1,très_instable,conflit,générique,5,0.6161,6.9619,12,116,8,-1.0778094494456112,-1.7585087798480084,1.0087040421784956,0, Conflits & tensions
1243886153,2025-05-14,202505,2025,17,4,-9.2,-9.52380952380953,UNKNOWN,GOV,BN,10,10,négatif,0,1,très_instable,conflit,générique,5,0.6161,9.3619,16,116,8,-2.123311665150309,-1.7585087798480084,1.0087040421784956,0, Conflits & tensions
1243833546,2025-05-14,202505,2025,11,3,-2.0,-5.55555555555556,BEN,UNKNOWN,BN,14,10,négatif,0,1,instable,coopération,générique,5,0.6958,3.7778,10,9,28,-0.5550583415932622,-0.8894417966372175,1.9918798798457025,0, Conflits & tensions
1243833547,2025-05-14,202505,2025,02,1,3.0,-6.0,BEN,UNKNOWN,BN,5,5,négatif,0,1,stable,coopération,générique,5,0.4604,1.5,1,9,28,0.5340064664324647,-0.9867772987568251,-0.220265754905513,1, Événements neutres
1243852247,2025-05-14,202505,2025,14,3,-7.5,0.0,BEN,UNKNOWN,BN,10,10,neutre,1,0,très_instable,conflit,générique,5,0.6161,3.75,13,9,28,-1.7530296304215618,0.3272519798578903,1.0087040421784956,0, Conflits & tensions
1243852249,2025-05-14,202505,2025,08,2,5.0,0.0,BEN,GOV,BN,10,10,neutre,1,0,très_stable,coopération,générique,5,0.6161,-2.5,7,9,8,0.9696323896427554,0.3272519798578903,1.0087040421784956,1, Événements neutres
1243844423,2025-05-14,202505,2025,05,1,3.4,7.36040609137055,BEN,UNKNOWN,BN,2,2,positif,1,2,stable,coopération,générique,5,0.2823,1.9802,4,9,28,0.6211316510745228,1.93921683095039,-0.9576476331559182,1, Événements neutres
1243844424,2025-05-14,202505,2025,01,1,0.0,7.36040609137055,BEN,UNKNOWN,BN,2,2,positif,1,2,neutre,coopération,générique,5,0.2823,3.6802,0,9,28,-0.1194324183829714,1.93921683095039,-0.9576476331559182,1, Événements neutres
1243852556,2025-05-14,202505,2025,05,1,3.5,0.0,FIN,UNKNOWN,BN,4,4,neutre,1,0,stable,coopération,générique,5,0.4135,-1.75,4,38,28,0.6429129472350374,0.3272519798578903,-0.46605971432231474,1, Événements neutres
1243852558,2025-05-14,202505,2025,14,3,-7.5,0.0,FIN,UNKNOWN,BN,2,2,neutre,1,0,très_instable,conflit,générique,5,0.2823,3.75,13,38,28,-1.7530296304215618,0.3272519798578903,-0.9576476331559182,0, Conflits & tensions
1243853754,2025-05-14,202505,2025,05,1,3.5,0.0,UNKNOWN,UNKNOWN,BN,4,4,neutre,1,0,stable,coopération,générique,5,0.4135,-1.75,4,116,28,0.6429129472350374,0.3272519798578903,-0.46605971432231474,1, Événements neutres
1243830932,2025-05-14,202505,2025,08,2,5.0,-0.68259385665529,FIN,UNKNOWN,BN18,8,8,neutre,1,0,très_stable,coopération,sud_centre,5,0.5646,-2.1587,7,38,28,0.9696323896427554,0.17776059434995908,0.5171161233448921,1, Événements neutres
1243830933,2025-05-14,202505,2025,08,2,5.0,-0.68259385665529,FIN,UNKNOWN,BN18,2,2,neutre,1,0,très_stable,coopération,sud_centre,5,0.2823,-2.1587,7,38,28,0.9696323896427554,0.17776059434995908,-0.9576476331559182,1, Événements neutres
1243830718,2025-05-14,202505,2025,14,3,-7.5,-0.68259385665529,BEN,UNKNOWN,BN18,4,4,neutre,1,0,très_instable,conflit,sud_centre,5,0.4135,4.0913,13,9,28,-1.7530296304215618,0.17776059434995908,-0.46605971432231474,0, Conflits & tensions
1243830934,2025-05-14,202505,2025,14,3,-7.5,-0.68259385665529,FIN,UNKNOWN,BN18,10,10,neutre,1,0,très_instable,conflit,sud_centre,5,0.6161,4.0913,13,38,28,-1.7530296304215618,0.17776059434995908,1.0087040421784956,0, Conflits & tensions
1243753059,2025-05-14,202505,2025,14,3,-7.5,-0.11862396204033,BEN,UNKNOWN,BN18,10,10,neutre,1,0,très_instable,conflit,sud_centre,5,0.6161,3.8093,13,9,28,-1.7530296304215618,0.3012727533135112,1.0087040421784956,0, Conflits & tensions
